Id;Label
2515;She's Having a Baby
2516;Holocaust
2517;Inferno
2518;Le DÃ©clin de l'empire amÃ©ricain
2519;Foxy Brown
252;Henry V
2520;PokÃ©mon: Jirachi Wishmaker
2521;Yours, Mine and Ours
2522;Vera Cruz
2523;Rabbits
2524;She's Gotta Have It
2525;Beat the Devil
2526;Heaven & Earth
2527;7:35 de la MaÃ±ana
2528;Herbie: Fully Loaded
2529;Hitler, Beast of Berlin
253;The Yearling
2530;Born into Brothels: Calcutta's Red Light Kids
2531;Faust
2532;Invasion U.S.A.
2533;Que Ã Isso, Companheiro?
2534;Dolphins
2535;Snake Eyes
2536;The Human Condition
2538;PokÃ©mon: Lucario and the Mystery of Mew
2539;Forever Young
254;The Bishop's Wife
2540;Detroit Rock City
2541;Manhattan Project
2542;Pump Up the Volume
2543;Burn Up!! A Close, Intense, Super-Fierce Battle
2544;The Saint
2545;Swept Away
2546;Salvador DalÃ­
2547;Care Bears Movie II: A New Generation
2548;The Set-Up
2549;The Hills Have Eyes
255;Hamlet
2550;Mr. & Mrs. Smith
2551;Eragon
2552;Mangal Pandey: The Rising
2553;Liebestraum
2554;The Jacksons: An American Dream
2555;I'm Gonna Git You Sucka
2556;Saboteur
2557;Red vs. Blue
256;Battleground
257;Father of the Bride
258;King Solomon's Mines
259;Rio Bravo
260;Julius Caesar
261;Witness
262;The Lady Vanishes
263;The Craft
264;Stand by Me
265;Halloween
266;Ferris Bueller's Day Off
267;Star Trek IV: The Voyage Home
268;China O'Brien
27;Star Trek: Generations
270;Dodge City
271;Out of Africa
272;Three Coins in the Fountain
273;Love Is a Many-Splendored Thing
274;Picnic
275;Friendly Persuasion
276;Giant
277;Heaven's Gate
278;Blow
279;Tom Jones
28;Star Trek: First Contact
280;Darling
281;The Swan
282;Roger & Me
283;The Russians Are Coming, the Russians Are Coming
284;The Sand Pebbles
285;Dogma
286;Doctor Dolittle
287;Romeo and Juliet
289;Speed
29;Star Trek II: The Wrath of Khan
290;Pearl Harbor
291;Patton
292;Airport
293;The French Connection
294;Cabin Boy
295;Party Girl
296;Hamlet
297;Hamlet
298;Hamlet
299;Network
3;Batman
30;Split screen
300;The English Patient
301;Michael Collins
302;That Thing You Do!
303;Heaven Can Wait
304;Midnight Express
305;Dead Men Don't Wear Plaid
306;Royal Space Force: The Wings of Honneamise
307;The Class of Nuke 'Em High
308;Tromeo & Juliet
309;Trainspotting
31;Stargate
311;Coal Miner's Daughter
312;The Elephant Man
313;Atlantic City
314;Missing
315;Mr. Magoo's Christmas Carol
316;Dragnet
317;A Soldier's Story
318;Prizzi's Honor
319;Platoon
32;The Rock
320;Scream
321;Topkapi
322;Uranus
323;Fail-Safe
324;Jailhouse Rock
326;Broadcast News
327;My Left Foot
328;Ghost
329;The Godfather Part III
33;Terminator 2: Judgment Day
330;Beauty and the Beast
331;Howards End
332;Poltergeist
333;Minority Report
334;A.I.
335;Groundhog Day
336;Apollo 13
337;Babe
338;Sense and Sensibility
339;Fargo
34;John Carpenter's The Thing
340;Shine
341;Elizabeth
342;The Thin Red Line
343;The Insider
344;Moulin Rouge!
345;Braindead
346;The Circus
347;Thunderbolt
348;Bulldog Drummond
349;Condemned
35;Trekkies
350;Thunderbolt
351;The War of the Worlds
353;The Boys from Brazil
354;Alphaville
355;Conspiracy Theory
356;Dr. Jekyll and Mr. Hyde
357;Star Trek V: The Final Frontier
358;The Face Behind the Mask
359;Abe Lincoln in Illinois
36;The Princess Bride
360;The Gospel According to St. Matthew
361;Darby O'Gill and the Little People
362;Spider-Man
363;Shoah
364;Laputa: Castle in the Sky
365;Wayne's World 2
366;Austin Powers: Goldmember
367;Austin Powers: International Man of Mystery
368;Donovan's Reef
369;Trent's Last Case
37;Tenchi Muyo!
370;Film
371;Les Diaboliques
372;It's the Great Pumpkin, Charlie Brown
373;Blue
374;Three Colors: Blue
375;Champion
376;Quo Vadis
377;Ocean's Eleven
378;Three Colors: White
379;Three Colors: Red
38;U-571
380;Heavy Metal
381;Blue
382;Blue
383;Time After Time
385;Baby Boy
386;Viva Zapata!
387;Star Trek Nemesis
388;Star Trek: Insurrection
389;Aguirre, der Zorn Gottes
39;Wild Strawberries
390;Bill & Ted's Excellent Adventure
391;You've Got Mail
392;Max Keeble's Big Move
393;High Fidelity
394;Star Trek VI: The Undiscovered Country
395;The Adventures of Robinson Crusoe
396;Love Me or Leave Me
397;Lust for Life
399;Days of Wine and Roses
4;Batman & Robin
400;Hud
401;The Fixer
402;Jerky Boys: The Movie
403;The Hostage
404;Sleuth
405;Ronin
406;Julia
407;Mobile Suit Gundam: Char's Counterattack
408;Give 'em Hell, Harry!
409;Percy
41;Waterloo
410;...And Justice for All
411;Tribute
412;Arthur
413;Love and Kisses
414;Reign of Fire
415;Lilo & Stitch
416;Hercules
417;The Black Stallion
418;Lady Windermere's Fan
419;Star Theatre
42;The War of the Roses
420;Theodore Case Sound Test: Gus Visser and his Singing Duck
421;Queer as Folk
422;In & Out
423;Victim
424;Spartacus
425;Men in Black
426;P.S. Your Cat Is Dead
427;Lady Caroline Lamb
429;Reuben, Reuben
43;2001: A Space Odyssey
430;Starman
431;Murphy's Romance
432;Runaway Train
433;Round Midnight
434;Mona Lisa
435;Salvador
436;Truly, Madly, Deeply
437;Friday the 13th
438;Friday
439;The Dam Busters
44;Traffic
440;Harvey
441;Henry V
442;Cape Fear
443;Cape Fear
444;Restoration
445;The Fisher King
446;Chaplin
447;What's Love Got to Do with It
448;Nobody's Fool
449;Mr. Holland's Opus
45;JFK
450;Nixon
451;The People vs. Larry Flynt
452;Ulee's Gold
453;Affliction
454;The Hurricane
455;Pollock
456;Ali
457;Coquette
458;Madame X
459;The Letter
46;Gentleman's Agreement
460;The Letter
461;Cobra
462;Fuji
463;The Lord of the Rings: The Fellowship of the Ring
464;The Lord of the Rings: The Two Towers
465;The Lord of the Rings: The Return of the King
466;Night and Fog
467;Oh! What a Lovely War
468;Willy Wonka & the Chocolate Factory
469;The Devil's Holiday
47;Crossfire
470;Anarchists
471;Human Remains
472;Romance
473;Holiday
474;Morning Glory
475;Dangerous
476;Becky Sharp
477;Labyrinth
478;Human Nature
479;Top Gun
48;Anywhere But Here
480;Ring
481;Three Comrades
482;Now, Voyager
483;Love Letters
484;Lady Jane
485;The Edge
486;ç«åãã®å¢
487;To Sir, with Love
488;SLC Punk!
489;The Urethra Chronicles II: Harder Faster Faster Harder
49;Chang
490;For Love or Country: The Arturo Sandoval Story
491;Hamam
492;Baraka
493;To Each His Own
494;The Farmer's Daughter
495;Possessed
496;Smash-Up, the Story of a Woman
497;Sorry, Wrong Number
498;My Foolish Heart
499;Edward, My Son
50;Gulliver's Travels
500;Paradise Lost 2: Revelations
501;Paradise Lost: The Child Murders at Robin Hood Hills
502;Iris
503;Happy Together
504;09-nov
505;Pinocchio
506;Come Back, Little Sheba
507;The Star
508;With a Song in My Heart
509;Rashomon
51;K-19: The Widowmaker
510;The Battle of the River Plate
511;Underground
512;Intolerance
513;Who Am I?
514;I'll Cry Tomorrow
515;Summertime
516;Anastasia
517;The Rainmaker
518;Three Kings
519;Heaven Knows, Mr. Allison
52;Lawrence of Arabia
520;I Want to Live!
521;Pillow Talk
522;The Flintstones
523;Superfly
524;NapolÃ©on
525;International Supervideos!
526;Chicago
527;Willow
528;Adaptation
529;Chicago
53;Heat
531;Romy and Michele's High School Reunion
532;Romeo + Juliet
533;Spy Kids 2: Island Of Lost Dreams
534;Starship Troopers
535;The League of Gentlemen
536;Notting Hill
537;You Don't Know What You're Doin'!
538;Jubilee
539;Long Day's Journey Into Night
54;American Beauty
540;Deliverance
541;Star Trek III: The Search for Spock
542;The Club
543;Point of No Return
544;Ghost of A Lovely Maiden
545;Gerry
547;Super Mario Bros.
548;Alice in Wonderland
549;Ragtime
55;San Francisco
550;DuckTales the Movie: Treasure of the Lost Lamp
551;Alien: Resurrection
552;AlienÂ³
553;No Man's Land
554;The Replacements
555;2046
556;Aliens
557;Morgan: A Suitable Case for Treatment
558;L'Ãge d'Or
56;Where the Heart Is
560;They Shoot Horses, Don't They?
561;Women in Love
562;Ryan's Daughter
563;Buffalo '66
564;The Blue Bird
565;Diamonds
566;The Pianist
567;The Pianist
568;Â¡Ãtame!
569;Twentieth Century
57;Green Card
570;Six O'Clock News
571;Mary, Queen of Scots
572;The Price of Milk
573;Summer Wishes, Winter Dreams
574;Alice Doesn't Live Here Anymore
575;Claudine
576;Hedda
577;Cousin, cousine
578;Terminator 3: Rise of the Machines
579;Purple Rain
58;Grand Hotel
580;Jason and the Argonauts
581;The Pleasure Garden
582;HÃ´tel Terminus: The Life and Times of Klaus Barbie
583;Peter's Friends
584;Predator
585;Commando
586;Richard III
587;Mickey's Christmas Carol
588;Sweet Home Alabama
589;Magnolia
590;Promises
591;South Park: Bigger, Longer & Uncut
592;Elephant
593;Equilibrium
594;The Orphan's Benefit
595;Don't Say a Word
596;Secretary
597;Cabaret
598;Crush
599;Paris, Texas
6;Cutaway
60;Animal Crackers
600;Tillie's Punctured Romance
602;Air Force One
603;D.O.A.
604;To Catch a Thief
605;Topaz
606;Starting Over
607;The Rose
608;Resurrection
609;Gloria
61;Incubus
610;Only When I Laugh
611;Battle of Britain
612;Amy Stiller's Breast
613;The Man Who Wasn't There
614;Weird Science
615;Pandemonium
616;Pandaemonium
617;Kid's Story
618;Austin Powers:The Spy Who Shagged Me
619;John Henry
62;Airplane!
620;Testament
621;The Diary of Anne Frank
622;My Old Kentucky Home
623;Halloween III: Season of the Witch
624;Caligula
625;Fanboys
626;Twin Peaks: Fire Walk With Me
627;Manos: The Hands of Fate
628;The Morning After
629;Prisoner
63;Metropolis
630;Wild at Heart
631;Sabotage
632;Dreams
633;Stingray
634;The Fast and the Furious
635;A Hard Day's Night
636;The Land Girls
637;Holiday Inn
638;Bound
639;Rabbit-Proof Fence
64;Lara Croft: Tomb Raider
640;Duel
641;Excalibur
642;Captain Corelli's Mandolin
643;King of Hearts
644;Black Jack
645;The Mummy
646;The Mummy
647;The Mummy
648;Bill & Ted's Bogus Journey
649;Hatter's Castle
65;X-Men
650;Charlie's Angels: Full Throttle
651;The American President
652;Strangers on a Train
654;Robin Hood: Prince of Thieves
655;An Alan Smithee Film: Burn Hollywood Burn
656;Mad Max 2: The Road Warrior
657;Ghost World
658;Hols: Prince of the Sun
659;Hackers
66;The Song Remains the Same
660;Marnie
661;Lifeboat
662;Utu
663;Schtonk!
664;Buena Vista Social Club
665;Scarface
666;Colossus: The Forbin Project
667;It
668;Tsubasa: Reservoir Chronicle
669;Faces
67;French Kiss
670;Dilwale Dulhaniy Le Jayenge
671;Selena
672;The Battle of the Somme
673;The Devil's Disciple
674;Mickey's Revue
675;Star Trek: The Motion Picture
676;My Best Friend's Wedding
677;There's Something About Mary
678;America's Sweethearts
679;Entrapment
68;Star Wars Episode VI: Return of the Jedi
680;Bulldog Drummond's Secret Police
681;Tomcats
682;Jesus
683;Sinbad: Legend of the Seven Seas
684;Medusa: Dare to Be Truthful
685;Anastasia
686;Porky's
687;Love & Pop
688;Stalker
689;Annie Get Your Gun
69;Star Wars Episode I: The Phantom Menace
690;Deep Impact
691;Lady and the Tramp II: Scamp's Adventure
692;Jude
693;Holy Smoke!
694;A Kid in King Arthur's Court
695;Trick or Treat
696;Rudy
697;The Lodger: A Story of the London Fog
698;The Firm
699;X2
70;Star Wars Episode II: Attack of the Clones
700;Shiri
701;Piglet's Big Movie
702;East of Eden
703;Passion
704;Longshot
705;Collateral Damage
706;Home Alone 2: Lost in New York
707;Stage Fright
708;ABBA - The Movie
709;Striptease
71;Breakfast at Tiffany's
710;L'homme du train
711;Love's Labour's Lost
712;11'9''01 September 11
713;The Cotton Club
714;IrrÃ©versible
715;Malcolm X
716;Kill Bill
717;The Little Mermaid
718;Ishtar
719;Twister
72;Titanic
720;Bed & Board
721;The Birds
722;Madagascar
723;Battle Royale
724;Problem Child
725;The Net
726;Return of the Living Dead
727;La Bamba
728;The Lion King II: Simba's Pride
729;Naked Lunch
73;Independence Day
730;Three Comrades
731;The Phantom of the Opera
732;The Phantom of the Opera
733;Interstella 5555: The 5tory of the 5ecret 5tar 5ystem
734;Les MisÃ©rables
735;Prince of Darkness
736;Life pornography
737;Batman: Mask of the Phantasm
738;The Good Son
739;House Party
74;Armageddon
740;Yojimbo
741;Tron
742;The Last Unicorn
743;Boys' Night Out
744;Mr. Baseball
745;Spanish Fly
746;The Score
747;Hobson's Choice
748;O Lucky Man!
749;Xanadu
75;Star Wars Episode IV: A New Hope
750;Hero
751;8Â½
752;Addicted to Love
753;Tadpole
754;Panic
755;Pirates of the Caribbean: The Curse of the Black Pearl
756;Troy
757;Arachnophobia
758;The Boys Next Door
759;October: Ten Days That Shook The World
76;Star Wars Episode V: The Empire Strikes Back
760;L'avventura
761;Trick
762;Pirates
763;Character
764;Romeo and Juliet
765;Who's That Girl?
766;The Decameron
767;Ace Ventura: Pet Detective
768;Grease
769;The Two Towers: The Purist Edit
77;Pulp Fiction
770;Snuff
771;Bram Stoker's Dracula
772;The Emperor's New Groove
773;Dating Do's and Don'ts
775;Splash
776;Ah, L'Amour
777;Simon, Simon
778;Charlie's Angels
779;Swingers
78;Star Wars Episode III: Revenge of the Sith
780;D.C. Sniper: 23 Days of Fear
781;Gift
782;Mackenna's Gold
783;Ghost in the Shell 2: Innocence
784;Wes Craven's New Nightmare
785;Garfield
786;Oliver & Company
787;Beethoven
788;Jetsons: The Movie
789;TÅi oÅÃ­Å¡ky pro popelku/Drei HaselnÃ¼sse fÃ¼r AschenbrÃ¶del
79;Miller's Crossing
790;The Vanishing
791;Fast, Cheap and Out of Control
792;Gallipoli
793;Second Skin
794;Kingdom of Heaven
795;Die Hard: With a Vengeance
796;The First $20 Million Is Always the Hardest
797;Class
798;Pete's Dragon
799;Dr. Who and the Daleks
8;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
80;Sleepy Hollow
800;Entr'acte
801;Ladies and Gentlemen, The Fabulous Stains
802;Superman
803;Muriel's Wedding
805;Cowboy Bebop: The Movie
806;Donald's Cousin Gus
807;Ginger Snaps
808;Babes in Toyland
809;Atlantis: The Lost Empire
81;Casablanca
810;Gandhi
811;Lost in Translation
812;Young TÃ¶rless
813;Master and Commander: The Far Side of the World
814;Cube
816;The Party
817;Arrowsmith
818;Faust
819;Mickey's Polo Team
82;Tora! Tora! Tora!
820;The Civil War
821;Maverick
822;Lagaan: Once Upon a Time in India
823;Mother, Mother, Mother Pin a Rose on Me
824;Death, Deceit and Destiny Aboard the Orient Express
825;sex, lies and videotape
826;The Lion King 1Â½
827;The Fall of the Roman Empire
828;Alexander Nevsky
829;Barbershop
83;The Manchurian Candidate
830;Mr. Halpern and Mr. Johnson
831;Un Chant d'Amour
832;The Haunted Mansion
833;UHF
834;The Hire: The Follow
835;Louisiana Purchase
837;Jackie Brown
839;The Lord of the Rings
84;Wall Street
840;Cinderella
841;Pocahontas
842;Pocahontas
843;Derrida
844;Good bye, Lenin!
845;Black and White
846;It's All About Love
847;The Hunchback of Notre Dame
848;The Hunchback of Notre Dame
849;Pinky
85;The Good Earth
850;Run
851;Quintet
852;Ma vraie vie Ã  Rouen
853;The Crow
854;The Fast and the Furious
855;Rushmore
856;Hulk
857;Superman IV: The Quest For Peace
859;Dante's Peak
86;It's a Wonderful Life
860;Sniper
861;The Punisher
862;Ulzana's Raid
863;Taxi
864;Walker
865;Peeping Tom
866;Something's Gotta Give
867;XXX
868;Burgu i MÃ«rgimit 1
869;Day for Night
87;The Red Shoes
870;Amistad
871;Lancelot du Lac
872;What the Butler Saw
873;Brigham Young
874;Contact
875;Love Letter
876;The Super Dimension Fortress Macross: Do You Remember Love?
877;Der Fuehrer's Face
878;Chameli
879;The Best of Insomniac Uncensored
88;State Fair
880;Distance
881;Canada: A People's History
882;After Life
883;Blood: The Last Vampire
884;The Emperor's Club
885;Immortal Beloved
886;Touch
887;Pee-wee's Big Adventure
888;Bully
889;Broken
89;Wings
890;Tremors
892;Accident
893;×××¡× ××'×××¨
894;Hitler: The Last Ten Days
895;The Kiss
896;Benny & Joon
897;Romero
898;Live from Baghdad
899;Orange County
9;Fearless
90;Seventh Heaven
900;Blackadder: Back & Forth
901;Dungeons & Dragons
902;Mask
903;Lara Croft Tomb Raider: The Cradle of Life
904;Monster
905;Hook
906;Stella
907;Seabiscuit
908;Exotica
909;Lost Horizon
91;Skippy
910;Dirty Rotten Scoundrels
911;Sorcerer
912;Samson and Delilah
913;Legally Blonde 2: Red, White & Blonde
914;Class Action
915;Elf
916;The Little Mermaid II: Return to the Sea
917;Hay Fever
918;Tonight at 8:30
92;Trader Horn
920;Warlock
921;Panic Room
922;The Dead Zone
923;Delicatessen
924;AimÃ©e & Jaguar
925;Taxi
926;Taxi
927;Mission: Impossible II
928;The Killer
929;M. Butterfly
93;Shanghai Express
930;Godfather
931;Underworld
932;Elektra
933;...tick...tick...tick...
934;Masada
935;Cheaper by the Dozen
936;The Fly
937;The Makioka Sisters
938;Wishmaster
939;Pandora's Box
94;Smilin' Through
940;Pi
941;The Devils
942;Mystic River
943;A Bug's Life
944;City of God
945;Cold Mountain
946;Deep Throat
947;I'll Never Forget What's 'Isname
948;Impromptu
949;Bad News Bears
95;Cleopatra
950;Madigan's Millions
951;Miracle
952;Mandragora
953;Anger Management
954;Pink Floyd: Live at Pompeii
955;Mad Max 4: Fury Road
956;Philadelphia
957;Thirteen
958;Thunderbirds
959;Avalon
96;The Thin Man
960;Hardcore
961;Ghost Dog: The Way of the Samurai
963;It's My Body
964;Blade
965;Doctor Who
966;Tennessee's Partner
967;King Kong
968;Alice
969;Ramona
97;Viva Villa!
970;Wasabi
971;Justice
972;Laurel Canyon
973;Alex & Emma
974;Batman: Mystery of the Batwoman
975;æ®ºãã®çå°
976;Can't Hardly Wait
977;Psycho
978;At the End of the Day: The Sue Rodriguez Story
979;Eraser
98;The Patriot
980;Beauty and the Beast: The Enchanted Christmas
981;Kung Fu
982;The King of Comedy
983;Bent
984;The Adventures of Priscilla, Queen of the Desert
985;Point Break
986;MalÃ¨na
987;Miranda
988;Mortal Kombat: Annihilation
989;Jesus of Nazareth
99;The Big House
990;Dr. Phibes Rises Again
991;Rush Hour
992;Kiki's Delivery Service
993;Memories
994;Ace o Nerae!
995;Shiva
996;Doom
997;Jacob's Ladder
998;S.O.B.
999;Toys
